transaction_id,user_id,account_id,merchant_name,amount,date,category,transaction_type,is_subscription,is_income
USR0008_EXP_2_005,USR0008,USR0008_CHK,Lyft,-153.95,2025-07-22,Travel > Ride Share,debit,False,False
USR0008_EXP_2_006,USR0008,USR0008_CHK,Sweetgreen,-141.2,2025-08-05,Food and Drink > Restaurants,debit,False,False
USR0008_EXP_2_007,USR0008,USR0008_CRD,Equinox,-1020.55,2025-08-15,Sports and Fitness > Gym,debit,False,False
USR0008_INC_3_030,USR0008,USR0008_CHK,Monarch Labs Consulting,6527.37,2025-08-22,Income > Payroll,credit,False,True
USR0008_SUB_3_01,USR0008,USR0008_CRD,Amazon Subscribe & Save,-141.85,2025-09-09,Shops > Retail,debit,True,False
USR0008_SUB_3_02,USR0008,USR0008_CRD,Calm App,-354.61,2025-09-09,Health and Wellness > Mental Health,debit,True,False
USR0008_SUB_3_03,USR0008,USR0008_CRD,Spotify,-55.72,2025-09-09,Entertainment > Music and Audio,debit,True,False
USR0008_SUB_3_04,USR0008,USR0008_CRD,iCloud Storage,-60.79,2025-09-09,Utilities > Internet,debit,True,False
USR0008_SUB_3_05,USR0008,USR0008_CRD,Adobe Creative Cloud,-278.62,2025-09-09,Shops > Digital Purchases,debit,True,False
USR0008_SUB_3_06,USR0008,USR0008_CRD,Peloton,-227.97,2025-09-09,Sports and Fitness > Gym,debit,True,False
USR0008_EXP_3_001,USR0008,USR0008_CHK,Wayfair,-1801.81,2025-08-28,Home > Furniture,debit,False,False
USR0008_EXP_3_002,USR0008,USR0008_CRD,Soho House,-1464.54,2025-08-26,Entertainment > Nightlife,debit,False,False
USR0008_EXP_3_003,USR0008,USR0008_CRD,Shell Gas,-464.53,2025-09-07,Travel > Gas Stations,debit,False,False
USR0008_EXP_3_004,USR0008,USR0008_CHK,Lyft,-158.22,2025-09-12,Travel > Ride Share,debit,False,False
USR0008_EXP_3_005,USR0008,USR0008_CHK,Target,-597.85,2025-08-30,Shops > Retail,debit,False,False
USR0008_EXP_3_006,USR0008,USR0008_CHK,Target,-643.0,2025-08-27,Shops > Retail,debit,False,False
USR0008_INC_4_043,USR0008,USR0008_CHK,AngelList Advisory,5994.05,2025-09-25,Income > Payroll,credit,False,True
USR0008_SUB_4_01,USR0008,USR0008_CRD,Amazon Subscribe & Save,-141.85,2025-10-12,Shops > Retail,debit,True,False
USR0008_SUB_4_02,USR0008,USR0008_CRD,Calm App,-354.61,2025-10-12,Health and Wellness > Mental Health,debit,True,False
USR0008_SUB_4_03,USR0008,USR0008_CRD,Spotify,-55.72,2025-10-12,Entertainment > Music and Audio,debit,True,False
USR0008_SUB_4_04,USR0008,USR0008_CRD,iCloud Storage,-60.79,2025-10-12,Utilities > Internet,debit,True,False
USR0008_SUB_4_05,USR0008,USR0008_CRD,Adobe Creative Cloud,-278.62,2025-10-12,Shops > Digital Purchases,debit,True,False
USR0008_SUB_4_06,USR0008,USR0008_CRD,Peloton,-227.97,2025-10-12,Sports and Fitness > Gym,debit,True,False
USR0008_EXP_4_001,USR0008,USR0008_CRD,Soho House,-622.56,2025-10-12,Entertainment > Nightlife,debit,False,False
USR0008_EXP_4_002,USR0008,USR0008_CHK,Comcast,-539.65,2025-10-01,Utilities > Cable,debit,False,False
USR0008_EXP_4_003,USR0008,USR0008_CRD,Soho House,-664.05,2025-09-26,Entertainment > Nightlife,debit,False,False
USR0008_EXP_4_004,USR0008,USR0008_CRD,Soho House,-720.34,2025-10-05,Entertainment > Nightlife,debit,False,False
USR0008_EXP_4_005,USR0008,USR0008_CRD,Wayfair,-820.71,2025-10-01,Home > Furniture,debit,False,False
USR0008_EXP_4_006,USR0008,USR0008_CHK,Lyft,-91.09,2025-09-24,Travel > Ride Share,debit,False,False
USR0008_EXP_4_007,USR0008,USR0008_CRD,Target,-323.26,2025-09-29,Shops > Retail,debit,False,False
USR0008_EXP_4_008,USR0008,USR0008_CHK,Delta Airlines,-1141.46,2025-10-05,Travel > Airlines,debit,False,False
USR0008_INC_5_058,USR0008,USR0008_CHK,Monarch Labs Consulting,6405.44,2025-10-22,Income > Payroll,credit,False,True
USR0008_SUB_5_01,USR0008,USR0008_CRD,Amazon Subscribe & Save,-141.85,2025-10-24,Shops > Retail,debit,True,False
USR0008_SUB_5_02,USR0008,USR0008_CRD,Calm App,-354.61,2025-10-24,Health and Wellness > Mental Health,debit,True,False
USR0008_SUB_5_03,USR0008,USR0008_CRD,Spotify,-55.72,2025-10-24,Entertainment > Music and Audio,debit,True,False
USR0008_SUB_5_04,USR0008,USR0008_CRD,iCloud Storage,-60.79,2025-10-24,Utilities > Internet,debit,True,False
USR0008_SUB_5_05,USR0008,USR0008_CRD,Adobe Creative Cloud,-278.62,2025-10-24,Shops > Digital Purchases,debit,True,False
USR0008_SUB_5_06,USR0008,USR0008_CRD,Peloton,-227.97,2025-10-24,Sports and Fitness > Gym,debit,True,False
USR0008_EXP_5_001,USR0008,USR0008_CHK,Wayfair,-972.67,2025-11-02,Home > Furniture,debit,False,False
USR0008_EXP_5_002,USR0008,USR0008_CHK,Equinox,-869.23,2025-10-23,Sports and Fitness > Gym,debit,False,False
USR0008_EXP_5_003,USR0008,USR0008_CRD,Wayfair,-1081.1,2025-10-25,Home > Furniture,debit,False,False
USR0008_EXP_5_004,USR0008,USR0008_CHK,Shell Gas,-254.51,2025-10-31,Travel > Gas Stations,debit,False,False
USR0008_EXP_5_005,USR0008,USR0008_CRD,Comcast,-609.81,2025-10-29,Utilities > Cable,debit,False,False
USR0008_EXP_5_006,USR0008,USR0008_CRD,Lyft,-114.12,2025-11-09,Travel > Ride Share,debit,False,False
USR0008_EXP_5_007,USR0008,USR0008_CRD,Wayfair,-1222.47,2025-11-09,Home > Furniture,debit,False,False
USR0008_INC_6_072,USR0008,USR0008_CHK,Monarch Labs Consulting,6177.96,2025-12-09,Income > Payroll,credit,False,True
USR0008_SUB_6_01,USR0008,USR0008_CRD,Amazon Subscribe & Save,-141.85,2025-11-24,Shops > Retail,debit,True,False
USR0008_SUB_6_02,USR0008,USR0008_CRD,Calm App,-354.61,2025-11-24,Health and Wellness > Mental Health,debit,True,False
USR0008_SUB_6_03,USR0008,USR0008_CRD,Spotify,-55.72,2025-11-24,Entertainment > Music and Audio,debit,True,False
USR0008_SUB_6_04,USR0008,USR0008_CRD,iCloud Storage,-60.79,2025-11-24,Utilities > Internet,debit,True,False
USR0008_SUB_6_05,USR0008,USR0008_CRD,Adobe Creative Cloud,-278.62,2025-11-24,Shops > Digital Purchases,debit,True,False
USR0008_SUB_6_06,USR0008,USR0008_CRD,Peloton,-227.97,2025-11-24,Sports and Fitness > Gym,debit,True,False
USR0008_EXP_6_001,USR0008,USR0008_CHK,Soho House,-628.36,2025-12-07,Entertainment > Nightlife,debit,False,False
USR0008_EXP_6_002,USR0008,USR0008_CRD,Sweetgreen,-105.19,2025-12-07,Food and Drink > Restaurants,debit,False,False
USR0008_EXP_6_003,USR0008,USR0008_CHK,Wayfair,-1024.64,2025-12-04,Home > Furniture,debit,False,False
USR0008_EXP_6_004,USR0008,USR0008_CRD,Lyft,-112.84,2025-12-09,Travel > Ride Share,debit,False,False
USR0008_EXP_6_005,USR0008,USR0008_CRD,Wayfair,-1194.92,2025-12-10,Home > Furniture,debit,False,False
USR0008_EXP_6_006,USR0008,USR0008_CRD,Comcast,-510.67,2025-12-11,Utilities > Cable,debit,False,False
USR0008_EXP_6_007,USR0008,USR0008_CRD,Target,-298.22,2025-12-04,Shops > Retail,debit,False,False
USR0008_EXP_6_008,USR0008,USR0008_CRD,Comcast,-519.87,2025-11-23,Utilities > Cable,debit,False,False
USR0008_EXP_6_009,USR0008,USR0008_CHK,Whole Foods,-534.07,2025-12-12,Food and Drink > Groceries,debit,False,False
USR0009_INC_1_001,USR0009,USR0009_CHK,AngelList Advisory,20780.16,2025-07-11,Income > Payroll,credit,False,True
USR0009_SUB_1_01,USR0009,USR0009_CRD,Adobe Creative Cloud,-931.05,2025-07-05,Shops > Digital Purchases,debit,True,False
USR0009_SUB_1_02,USR0009,USR0009_CRD,iCloud Storage,-203.14,2025-07-05,Utilities > Internet,debit,True,False
USR0009_SUB_1_03,USR0009,USR0009_CRD,Spotify,-186.21,2025-07-05,Entertainment > Music and Audio,debit,True,False
USR0009_EXP_1_001,USR0009,USR0009_CHK,Soho House,-3221.61,2025-07-06,Entertainment > Nightlife,debit,False,False
USR0009_EXP_1_002,USR0009,USR0009_CRD,Soho House,-3586.99,2025-06-22,Entertainment > Nightlife,debit,False,False
USR0009_EXP_1_003,USR0009,USR0009_CRD,Comcast,-2272.84,2025-07-06,Utilities > Cable,debit,False,False
USR0009_EXP_1_004,USR0009,USR0009_CRD,Soho House,-4090.71,2025-07-03,Entertainment > Nightlife,debit,False,False
USR0009_EXP_1_005,USR0009,USR0009_CRD,Lyft,-430.9,2025-07-11,Travel > Ride Share,debit,False,False
USR0009_EXP_1_006,USR0009,USR0009_CHK,Sweetgreen,-622.21,2025-07-07,Food and Drink > Restaurants,debit,False,False
USR0009_INC_2_011,USR0009,USR0009_CHK,Acme Corp Payroll,21223.93,2025-08-04,Income > Payroll,credit,False,True
USR0009_SUB_2_01,USR0009,USR0009_CRD,Adobe Creative Cloud,-931.05,2025-07-26,Shops > Digital Purchases,debit,True,False
USR0009_SUB_2_02,USR0009,USR0009_CRD,iCloud Storage,-203.14,2025-07-26,Utilities > Internet,debit,True,False
USR0009_SUB_2_03,USR0009,USR0009_CRD,Spotify,-186.21,2025-07-26,Entertainment > Music and Audio,debit,True,False
USR0009_EXP_2_001,USR0009,USR0009_CRD,Lyft,-600.82,2025-08-15,Travel > Ride Share,debit,False,False
USR0009_EXP_2_002,USR0009,USR0009_CHK,Lyft,-699.27,2025-08-10,Travel > Ride Share,debit,False,False
USR0009_EXP_2_003,USR0009,USR0009_CRD,Shell Gas,-1888.25,2025-07-25,Travel > Gas Stations,debit,False,False
USR0009_EXP_2_004,USR0009,USR0009_CHK,Equinox,-5603.09,2025-08-01,Sports and Fitness > Gym,debit,False,False
USR0009_EXP_2_005,USR0009,USR0009_CRD,Target,-2383.12,2025-07-26,Shops > Retail,debit,False,False
USR0009_EXP_2_006,USR0009,USR0009_CRD,Sweetgreen,-701.97,2025-08-07,Food and Drink > Restaurants,debit,False,False
USR0009_EXP_2_007,USR0009,USR0009_CRD,Target,-2019.39,2025-08-13,Shops > Retail,debit,False,False
USR0009_INC_3_022,USR0009,USR0009_CHK,AngelList Advisory,21368.8,2025-08-25,Income > Payroll,credit,False,True
USR0009_SUB_3_01,USR0009,USR0009_CRD,Adobe Creative Cloud,-931.05,2025-09-09,Shops > Digital Purchases,debit,True,False
USR0009_SUB_3_02,USR0009,USR0009_CRD,iCloud Storage,-203.14,2025-09-09,Utilities > Internet,debit,True,False
USR0009_SUB_3_03,USR0009,USR0009_CRD,Spotify,-186.21,2025-09-09,Entertainment > Music and Audio,debit,True,False
USR0009_EXP_3_001,USR0009,USR0009_CRD,Sweetgreen,-409.3,2025-09-05,Food and Drink > Restaurants,debit,False,False
USR0009_EXP_3_002,USR0009,USR0009_CRD,Soho House,-2889.23,2025-09-11,Entertainment > Nightlife,debit,False,False
USR0009_EXP_3_003,USR0009,USR0009_CRD,Shell Gas,-841.43,2025-08-30,Travel > Gas Stations,debit,False,False
USR0009_EXP_3_004,USR0009,USR0009_CHK,Shell Gas,-1037.9,2025-09-12,Travel > Gas Stations,debit,False,False
USR0009_EXP_3_005,USR0009,USR0009_CRD,Wayfair,-3960.05,2025-08-29,Home > Furniture,debit,False,False
USR0009_EXP_3_006,USR0009,USR0009_CHK,Comcast,-2173.19,2025-09-14,Utilities > Cable,debit,False,False
USR0009_EXP_3_007,USR0009,USR0009_CRD,Target,-1275.64,2025-08-22,Shops > Retail,debit,False,False
USR0009_EXP_3_008,USR0009,USR0009_CRD,Target,-1277.53,2025-09-10,Shops > Retail,debit,False,False
USR0009_EXP_3_009,USR0009,USR0009_CHK,Target,-1329.0,2025-09-02,Shops > Retail,debit,False,False
USR0009_INC_4_035,USR0009,USR0009_CHK,Acme Corp Payroll,20801.29,2025-10-08,Income > Payroll,credit,False,True
USR0009_SUB_4_01,USR0009,USR0009_CRD,Adobe Creative Cloud,-931.05,2025-10-12,Shops > Digital Purchases,debit,True,False
USR0009_SUB_4_02,USR0009,USR0009_CRD,iCloud Storage,-203.14,2025-10-12,Utilities > Internet,debit,True,False
USR0009_SUB_4_03,USR0009,USR0009_CRD,Spotify,-186.21,2025-10-12,Entertainment > Music and Audio,debit,True,False
USR0009_EXP_4_001,USR0009,USR0009_CHK,Sweetgreen,-412.87,2025-10-05,Food and Drink > Restaurants,debit,False,False
USR0009_EXP_4_002,USR0009,USR0009_CHK,Equinox,-3440.98,2025-09-21,Sports and Fitness > Gym,debit,False,False
USR0009_EXP_4_003,USR0009,USR0009_CRD,Equinox,-3285.89,2025-10-07,Sports and Fitness > Gym,debit,False,False
USR0009_EXP_4_004,USR0009,USR0009_CHK,Equinox,-2932.41,2025-10-06,Sports and Fitness > Gym,debit,False,False
USR0009_EXP_4_005,USR0009,USR0009_CHK,Delta Airlines,-4541.68,2025-10-04,Travel > Airlines,debit,False,False
USR0009_INC_5_044,USR0009,USR0009_CHK,Stripe Atlas Distributions,23142.67,2025-11-10,Income > Payroll,credit,False,True
USR0009_SUB_5_01,USR0009,USR0009_CRD,Adobe Creative Cloud,-931.05,2025-11-13,Shops > Digital Purchases,debit,True,False
USR0009_SUB_5_02,USR0009,USR0009_CRD,iCloud Storage,-203.14,2025-11-13,Utilities > Internet,debit,True,False
USR0009_SUB_5_03,USR0009,USR0009_CRD,Spotify,-186.21,2025-11-13,Entertainment > Music and Audio,debit,True,False
USR0009_EXP_5_001,USR0009,USR0009_CHK,Wayfair,-1871.89,2025-11-04,Home > Furniture,debit,False,False
USR0009_EXP_5_002,USR0009,USR0009_CRD,Comcast,-833.35,2025-11-12,Utilities > Cable,debit,False,False
USR0009_EXP_5_003,USR0009,USR0009_CRD,Delta Airlines,-2022.93,2025-11-10,Travel > Airlines,debit,False,False
USR0009_EXP_5_004,USR0009,USR0009_CHK,Equinox,-1442.81,2025-11-01,Sports and Fitness > Gym,debit,False,False
USR0009_EXP_5_005,USR0009,USR0009_CHK,Soho House,-1337.48,2025-10-24,Entertainment > Nightlife,debit,False,False
USR0009_EXP_5_006,USR0009,USR0009_CRD,Delta Airlines,-2034.0,2025-11-11,Travel > Airlines,debit,False,False
USR0009_EXP_5_007,USR0009,USR0009_CHK,Delta Airlines,-1896.34,2025-11-09,Travel > Airlines,debit,False,False
USR0009_EXP_5_008,USR0009,USR0009_CRD,Soho House,-1131.67,2025-10-26,Entertainment > Nightlife,debit,False,False
USR0009_EXP_5_009,USR0009,USR0009_CRD,Soho House,-1340.99,2025-11-06,Entertainment > Nightlife,debit,False,False
USR0009_EXP_5_010,USR0009,USR0009_CRD,Lyft,-179.55,2025-11-08,Travel > Ride Share,debit,False,False
USR0009_INC_6_058,USR0009,USR0009_CHK,Acme Corp Payroll,22618.14,2025-12-10,Income > Payroll,credit,False,True
USR0009_SUB_6_01,USR0009,USR0009_CRD,Adobe Creative Cloud,-931.05,2025-12-05,Shops > Digital Purchases,debit,True,False
USR0009_SUB_6_02,USR0009,USR0009_CRD,iCloud Storage,-203.14,2025-12-05,Utilities > Internet,debit,True,False
USR0009_SUB_6_03,USR0009,USR0009_CRD,Spotify,-186.21,2025-12-05,Entertainment > Music and Audio,debit,True,False
USR0009_EXP_6_001,USR0009,USR0009_CRD,Wayfair,-4638.26,2025-11-24,Home > Furniture,debit,False,False
USR0009_EXP_6_002,USR0009,USR0009_CHK,Whole Foods,-2850.99,2025-12-04,Food and Drink > Groceries,debit,False,False
USR0009_EXP_6_003,USR0009,USR0009_CRD,Equinox,-4369.59,2025-11-28,Sports and Fitness > Gym,debit,False,False
USR0009_EXP_6_004,USR0009,USR0009_CHK,Lyft,-495.63,2025-12-13,Travel > Ride Share,debit,False,False
USR0009_EXP_6_005,USR0009,USR0009_CRD,Sweetgreen,-514.34,2025-12-06,Food and Drink > Restaurants,debit,False,False
USR0009_EXP_6_006,USR0009,USR0009_CHK,Lyft,-561.23,2025-11-20,Travel > Ride Share,debit,False,False
USR0010_INC_1_001,USR0010,USR0010_CHK,Monarch Labs Consulting,11009.24,2025-07-11,Income > Payroll,credit,False,True
USR0010_SUB_1_01,USR0010,USR0010_CRD,Spotify,-45.83,2025-06-25,Entertainment > Music and Audio,debit,True,False
USR0010_SUB_1_02,USR0010,USR0010_CRD,Calm App,-291.67,2025-06-25,Health and Wellness > Mental Health,debit,True,False
USR0010_SUB_1_03,USR0010,USR0010_CRD,Adobe Creative Cloud,-229.17,2025-06-25,Shops > Digital Purchases,debit,True,False
USR0010_EXP_1_001,USR0010,USR0010_CRD,Delta Airlines,-1363.19,2025-06-27,Travel > Airlines,debit,False,False
USR0010_EXP_1_002,USR0010,USR0010_CHK,Soho House,-903.2,2025-07-14,Entertainment > Nightlife,debit,False,False
USR0010_EXP_1_003,USR0010,USR0010_CHK,Target,-361.31,2025-07-01,Shops > Retail,debit,False,False
USR0010_EXP_1_004,USR0010,USR0010_CHK,Equinox,-1005.44,2025-06-27,Sports and Fitness > Gym,debit,False,False
USR0010_EXP_1_005,USR0010,USR0010_CHK,Soho House,-872.75,2025-07-04,Entertainment > Nightlife,debit,False,False
USR0010_EXP_1_006,USR0010,USR0010_CRD,Comcast,-669.85,2025-06-24,Utilities > Cable,debit,False,False
USR0010_EXP_1_007,USR0010,USR0010_CRD,Equinox,-956.09,2025-06-26,Sports and Fitness > Gym,debit,False,False
USR0010_INC_2_012,USR0010,USR0010_CHK,Acme Corp Payroll,10585.61,2025-07-30,Income > Payroll,credit,False,True
USR0010_SUB_2_01,USR0010,USR0010_CRD,Spotify,-45.83,2025-08-03,Entertainment > Music and Audio,debit,True,False
USR0010_SUB_2_02,USR0010,USR0010_CRD,Calm App,-291.67,2025-08-03,Health and Wellness > Mental Health,debit,True,False
USR0010_SUB_2_03,USR0010,USR0010_CRD,Adobe Creative Cloud,-229.17,2025-08-03,Shops > Digital Purchases,debit,True,False
USR0010_EXP_2_001,USR0010,USR0010_CRD,Equinox,-1143.97,2025-08-12,Sports and Fitness > Gym,debit,False,False
USR0010_EXP_2_002,USR0010,USR0010_CRD,Delta Airlines,-1611.44,2025-08-03,Travel > Airlines,debit,False,False
USR0010_EXP_2_003,USR0010,USR0010_CHK,Shell Gas,-390.3,2025-08-13,Travel > Gas Stations,debit,False,False
USR0010_EXP_2_004,USR0010,USR0010_CHK,Target,-522.54,2025-08-11,Shops > Retail,debit,False,False
USR0010_EXP_2_005,USR0010,USR0010_CRD,Target,-543.75,2025-08-10,Shops > Retail,debit,False,False
USR0010_EXP_2_006,USR0010,USR0010_CHK,Delta Airlines,-1667.47,2025-08-06,Travel > Airlines,debit,False,False
USR0010_INC_3_022,USR0010,USR0010_CHK,Monarch Labs Consulting,10241.58,2025-09-01,Income > Payroll,credit,False,True
USR0010_SUB_3_01,USR0010,USR0010_CRD,Spotify,-45.83,2025-09-03,Entertainment > Music and Audio,debit,True,False
USR0010_SUB_3_02,USR0010,USR0010_CRD,Calm App,-291.67,2025-09-03,Health and Wellness > Mental Health,debit,True,False
USR0010_SUB_3_03,USR0010,USR0010_CRD,Adobe Creative Cloud,-229.17,2025-09-03,Shops > Digital Purchases,debit,True,False
USR0010_EXP_3_001,USR0010,USR0010_CRD,Target,-311.8,2025-09-08,Shops > Retail,debit,False,False
USR0010_EXP_3_002,USR0010,USR0010_CHK,Equinox,-641.49,2025-09-06,Sports and Fitness > Gym,debit,False,False
USR0010_EXP_3_003,USR0010,USR0010_CRD,Target,-267.58,2025-08-26,Shops > Retail,debit,False,False
USR0010_EXP_3_004,USR0010,USR0010_CRD,Wayfair,-852.44,2025-08-24,Home > Furniture,debit,False,False
USR0010_EXP_3_005,USR0010,USR0010_CHK,Delta Airlines,-1166.03,2025-09-05,Travel > Airlines,debit,False,False
USR0010_EXP_3_006,USR0010,USR0010_CRD,Delta Airlines,-970.45,2025-08-22,Travel > Airlines,debit,False,False
USR0010_EXP_3_007,USR0010,USR0010_CRD,Lyft,-85.21,2025-09-04,Travel > Ride Share,debit,False,False
USR0010_EXP_3_008,USR0010,USR0010_CRD,Comcast,-458.01,2025-09-11,Utilities > Cable,debit,False,False
USR0010_EXP_3_009,USR0010,USR0010_CHK,Whole Foods,-528.52,2025-09-02,Food and Drink > Groceries,debit,False,False
USR0010_EXP_3_010,USR0010,USR0010_CRD,Equinox,-672.47,2025-08-27,Sports and Fitness > Gym,debit,False,False
USR0010_INC_4_036,USR0010,USR0010_CHK,Stripe Atlas Distributions,10692.62,2025-10-12,Income > Payroll,credit,False,True
USR0010_SUB_4_01,USR0010,USR0010_CRD,Spotify,-45.83,2025-09-22,Entertainment > Music and Audio,debit,True,False
USR0010_SUB_4_02,USR0010,USR0010_CRD,Calm App,-291.67,2025-09-22,Health and Wellness > Mental Health,debit,True,False
USR0010_SUB_4_03,USR0010,USR0010_CRD,Adobe Creative Cloud,-229.17,2025-09-22,Shops > Digital Purchases,debit,True,False
USR0010_EXP_4_001,USR0010,USR0010_CRD,Soho House,-920.08,2025-10-02,Entertainment > Nightlife,debit,False,False
USR0010_EXP_4_002,USR0010,USR0010_CHK,Soho House,-867.89,2025-10-02,Entertainment > Nightlife,debit,False,False
USR0010_EXP_4_003,USR0010,USR0010_CHK,Whole Foods,-660.03,2025-10-11,Food and Drink > Groceries,debit,False,False
USR0010_EXP_4_004,USR0010,USR0010_CRD,Soho House,-980.55,2025-10-01,Entertainment > Nightlife,debit,False,False
USR0010_EXP_4_005,USR0010,USR0010_CHK,Whole Foods,-607.17,2025-10-02,Food and Drink > Groceries,debit,False,False
USR0010_EXP_4_006,USR0010,USR0010_CHK,Equinox,-1037.32,2025-09-27,Sports and Fitness > Gym,debit,False,False
USR0010_EXP_4_007,USR0010,USR0010_CHK,Lyft,-134.73,2025-09-29,Travel > Ride Share,debit,False,False
USR0010_EXP_4_008,USR0010,USR0010_CHK,Lyft,-121.07,2025-10-03,Travel > Ride Share,debit,False,False
USR0010_EXP_4_009,USR0010,USR0010_CHK,Soho House,-889.95,2025-09-27,Entertainment > Nightlife,debit,False,False
USR0010_INC_5_049,USR0010,USR0010_CHK,Upwork Payouts,10567.76,2025-11-12,Income > Payroll,credit,False,True
USR0010_SUB_5_01,USR0010,USR0010_CRD,Spotify,-45.83,2025-11-13,Entertainment > Music and Audio,debit,True,False
USR0010_SUB_5_02,USR0010,USR0010_CRD,Calm App,-291.67,2025-11-13,Health and Wellness > Mental Health,debit,True,False
USR0010_SUB_5_03,USR0010,USR0010_CRD,Adobe Creative Cloud,-229.17,2025-11-13,Shops > Digital Purchases,debit,True,False
USR0010_EXP_5_001,USR0010,USR0010_CRD,Whole Foods,-821.3,2025-11-08,Food and Drink > Groceries,debit,False,False
USR0010_EXP_5_002,USR0010,USR0010_CRD,Wayfair,-1422.52,2025-11-11,Home > Furniture,debit,False,False
USR0010_EXP_5_003,USR0010,USR0010_CRD,Wayfair,-1838.64,2025-10-21,Home > Furniture,debit,False,False
USR0010_EXP_5_004,USR0010,USR0010_CRD,Soho House,-1111.47,2025-10-26,Entertainment > Nightlife,debit,False,False
USR0010_EXP_5_005,USR0010,USR0010_CHK,Comcast,-890.09,2025-10-24,Utilities > Cable,debit,False,False
USR0010_INC_6_058,USR0010,USR0010_CHK,Monarch Labs Consulting,10613.67,2025-11-29,Income > Payroll,credit,False,True
USR0010_SUB_6_01,USR0010,USR0010_CRD,Spotify,-45.83,2025-12-07,Entertainment > Music and Audio,debit,True,False
USR0010_SUB_6_02,USR0010,USR0010_CRD,Calm App,-291.67,2025-12-07,Health and Wellness > Mental Health,debit,True,False
USR0010_SUB_6_03,USR0010,USR0010_CRD,Adobe Creative Cloud,-229.17,2025-12-07,Shops > Digital Purchases,debit,True,False
USR0010_EXP_6_001,USR0010,USR0010_CHK,Lyft,-106.74,2025-11-24,Travel > Ride Share,debit,False,False
USR0010_EXP_6_002,USR0010,USR0010_CRD,Comcast,-560.6,2025-12-04,Utilities > Cable,debit,False,False
USR0010_EXP_6_003,USR0010,USR0010_CRD,Delta Airlines,-1148.92,2025-12-09,Travel > Airlines,debit,False,False
USR0010_EXP_6_004,USR0010,USR0010_CHK,Comcast,-567.95,2025-11-29,Utilities > Cable,debit,False,False
USR0010_EXP_6_005,USR0010,USR0010_CRD,Soho House,-791.99,2025-11-28,Entertainment > Nightlife,debit,False,False
USR0010_EXP_6_006,USR0010,USR0010_CHK,Target,-340.1,2025-12-04,Shops > Retail,debit,False,False
USR0010_EXP_6_007,USR0010,USR0010_CRD,Equinox,-804.79,2025-12-11,Sports and Fitness > Gym,debit,False,False
USR0010_EXP_6_008,USR0010,USR0010_CRD,Delta Airlines,-1187.8,2025-11-20,Travel > Airlines,debit,False,False
USR0010_EXP_6_009,USR0010,USR0010_CHK,Target,-359.8,2025-12-06,Shops > Retail,debit,False,False
USR0011_INC_1_001,USR0011,USR0011_CHK,Acme Corp Payroll,4751.64,2025-06-24,Income > Payroll,credit,False,True
USR0011_SUB_1_01,USR0011,USR0011_CRD,Calm App,-159.55,2025-06-28,Health and Wellness > Mental Health,debit,True,False
USR0011_SUB_1_02,USR0011,USR0011_CRD,Spotify,-25.07,2025-06-28,Entertainment > Music and Audio,debit,True,False
USR0011_SUB_1_03,USR0011,USR0011_CRD,Netflix,-36.47,2025-06-28,Entertainment > Video Streaming,debit,True,False
USR0011_SUB_1_04,USR0011,USR0011_CRD,Adobe Creative Cloud,-125.36,2025-06-28,Shops > Digital Purchases,debit,True,False
USR0011_EXP_1_001,USR0011,USR0011_CHK,Lyft,-95.83,2025-07-07,Travel > Ride Share,debit,False,False
USR0011_EXP_1_002,USR0011,USR0011_CHK,Target,-413.84,2025-07-14,Shops > Retail,debit,False,False
USR0011_EXP_1_003,USR0011,USR0011_CHK,Equinox,-828.74,2025-07-09,Sports and Fitness > Gym,debit,False,False
USR0011_EXP_1_004,USR0011,USR0011_CRD,Comcast,-532.81,2025-07-06,Utilities > Cable,debit,False,False
USR0011_EXP_1_005,USR0011,USR0011_CRD,Shell Gas,-284.31,2025-06-30,Travel > Gas Stations,debit,False,False
USR0011_EXP_1_006,USR0011,USR0011_CHK,Soho House,-746.63,2025-07-06,Entertainment > Nightlife,debit,False,False
USR0011_EXP_1_007,USR0011,USR0011_CHK,Whole Foods,-533.24,2025-07-07,Food and Drink > Groceries,debit,False,False
USR0011_EXP_1_008,USR0011,USR0011_CRD,Soho House,-840.62,2025-06-28,Entertainment > Nightlife,debit,False,False
USR0011_EXP_1_009,USR0011,USR0011_CRD,Soho House,-749.21,2025-07-10,Entertainment > Nightlife,debit,False,False
USR0011_INT_1_015,USR0011,USR0011_CRD,Card APR Charge,-88.39,2025-06-29,Finance > Interest,debit,False,False
USR0011_INC_2_016,USR0011,USR0011_CHK,Monarch Labs Consulting,5179.45,2025-08-09,Income > Payroll,credit,False,True
USR0011_SUB_2_01,USR0011,USR0011_CRD,Calm App,-159.55,2025-08-09,Health and Wellness > Mental Health,debit,True,False
USR0011_SUB_2_02,USR0011,USR0011_CRD,Spotify,-25.07,2025-08-09,Entertainment > Music and Audio,debit,True,False
USR0011_SUB_2_03,USR0011,USR0011_CRD,Netflix,-36.47,2025-08-09,Entertainment > Video Streaming,debit,True,False
USR0011_SUB_2_04,USR0011,USR0011_CRD,Adobe Creative Cloud,-125.36,2025-08-09,Shops > Digital Purchases,debit,True,False
USR0011_EXP_2_001,USR0011,USR0011_CHK,Equinox,-738.24,2025-08-06,Sports and Fitness > Gym,debit,False,False
